122150_1..S03R,1,1249,742,10,1,0,660,1267,1
120950_2..S01R,2,1249,730,10,1,5,390,1270,1
125600_3..S01R,3,1249,776,7,1,1055,390,1274,1
128150_1..S03R,1,1252,802,11,1,3299,660,1277,3
120950_2..S01R,2,1252,730,11,1,310,390,1284,3
128000_3..S01R,3,1252,800,8,1,2309,390,1274,3
122950_1..S03R,1,1255,750,11,1,0,660,1278,3
120950_2..S01R,2,1255,730,10,1,161,390,1284,3
128000_3..S01R,3,1255,800,8,1,2120,390,1274,3
128150_1..S03R,1,1258,802,10,1,2920,660,1277,3
120950_2..S01R,2,1258,730,10,1,0,390,1284,3
128000_3..S01R,3,1258,800,8,1,1930,390,1274,3
128150_1..S03R,1,1262,802,11,1,2732,660,1277,3
129400_2..S01R,2,1262,814,11,1,4292,390,1285,3
129200_3..S01R,3,1262,812,9,1,2462,390,1275,3
128150_1..S03R,1,1264,802,11,1,2538,660,1283,1
122150_2..S01R,2,1264,742,11,1,0,390,1286,1
129200_3..S01R,3,1264,812,8,1,2268,390,1286,1
128150_1..S03R,1,1267,802,10,1,2345,660,1291,2
129400_2..S01R,2,1267,814,10,1,3905,390,1287,2
129200_3..S01R,3,1267,812,8,1,2075,390,1298,2
124550_1..S03R,1,1271,766,11,1,0,660,1291,3
129400_2..S01R,2,1270,814,10,1,3712,390,1287,3
129200_3..S01R,3,1270,812,9,1,1882,390,1287,3
128150_1..S03R,1,1274,802,10,1,1959,660,1291,2
129400_2..S01R,2,1274,814,10,1,3519,390,1289,2
129200_3..S01R,3,1273,812,9,1,1689,390,1298,2
128150_1..S03R,1,1278,802,10,1,1767,660,1298,2
129400_2..S01R,2,1278,814,10,1,3327,390,1296,2
129200_3..S01R,3,1276,812,8,1,1497,390,1298,2
128150_1..S03R,1,1281,802,11,1,1576,660,1299,2
129400_2..S01R,2,1281,814,10,1,3136,390,1296,2
129200_3..S01R,3,1281,812,8,1,1306,390,1298,2
128150_1..S03R,1,1284,802,10,1,1360,660,1309,2
129400_2..S01R,2,1284,814,10,1,2949,390,1308,2
129200_3..S01R,3,1284,812,8,1,1119,390,1310,2
128150_1..S03R,1,1287,802,10,1,1162,660,1309,2
129400_2..S01R,2,1287,814,11,1,2757,390,1308,2
131750_3..S01R,3,1287,798,8,1,2457,390,1310,2
128150_1..S03R,1,1290,802,10,1,1004,660,1309,2
129400_2..S01R,2,1290,814,11,1,2569,390,1308,2
131750_3..S01R,3,1290,798,8,1,2269,390,1310,2
128150_1..S03R,1,1293,802,10,1,814,660,1319,1
129400_2..S01R,2,1293,814,10,1,2383,390,1319,1
128000_3..S01R,3,1293,800,8,1,0,390,1322,1
133550_1..S03R,1,1347,816,8,1,862,660,1373,1
134350_2..S01R,2,1347,824,10,1,2177,390,1378,1
136650_3..S01R,3,1347,847,7,1,1850,390,1385,1
132350_1..S03R,1,1350,804,8,1,0,660,1373,1
130600_2..S01R,2,1350,786,10,1,0,390,1379,1
136650_3..S01R,3,1350,847,7,1,1666,390,1385,1
133550_1..S03R,1,1353,816,7,1,521,660,1373,1
134350_2..S01R,2,1353,824,9,1,1834,390,1379,1
136650_3..S01R,3,1353,847,7,1,1481,390,1385,1
133550_1..S03R,1,1356,816,8,1,330,660,1373,3
134350_2..S01R,2,1356,824,9,1,1646,390,1379,3
136650_3..S01R,3,1356,847,7,1,1297,390,1369,3
133550_1..S03R,1,1359,816,8,1,109,660,1385,3
134350_2..S01R,2,1359,824,9,1,1493,390,1391,3
136650_3..S01R,3,1359,847,6,1,1113,390,1385,3
133550_1..S03R,1,1362,816,7,1,0,660,1386,3
134350_2..S01R,2,1362,824,9,1,1297,390,1391,3
136650_3..S01R,3,1362,847,6,1,930,390,1385,3
138550_1..S03R,1,1365,866,7,1,2786,660,1386,3
134350_2..S01R,2,1365,824,9,1,1112,390,1391,3
136650_3..S01R,3,1365,847,6,1,746,390,1385,3
138550_1..S03R,1,1368,866,7,1,2602,660,1385,3
134350_2..S01R,2,1368,824,9,1,948,390,1391,3
136650_3..S01R,3,1368,847,6,1,554,390,1384,3
138550_1..S03R,1,1371,866,7,1,2418,660,1397,1
134350_2..S01R,2,1371,824,9,1,761,390,1407,1
136650_3..S01R,3,1371,847,5,1,355,390,1403,1
138550_1..S03R,1,1374,866,7,1,2235,660,1397,1
134350_2..S01R,2,1374,824,8,1,587,390,1408,1
136650_3..S01R,3,1374,847,5,1,175,390,1403,1
138550_1..S03R,1,1377,866,7,1,2051,660,1397,1
134350_2..S01R,2,1377,824,8,1,406,390,1408,1
136650_3..S01R,3,1377,847,6,1,0,470,1403,1
138550_1..S03R,1,1380,866,7,1,1868,660,1397,1
134350_2..S01R,2,1380,824,9,1,218,390,1408,1
140700_3..S42R,3,1380,847,6,1,2258,510,1403,1
138550_1..S03R,1,1383,866,6,1,1684,660,1408,2
134350_2..S01R,2,1383,824,9,1,44,390,1408,2
140700_3..S42R,3,1383,847,6,1,2074,510,1429,2
141550_1..S03R,1,1387,856,7,1,3299,660,1408,1
136000_2..S01R,2,1387,840,9,1,930,390,1409,1
140700_3..S42R,3,1386,847,5,1,1889,510,1429,1
141550_1..S03R,1,1390,856,7,1,3115,660,1408,3
136000_2..S01R,2,1390,840,10,1,739,444,1409,3
140700_3..S42R,3,1390,847,5,1,1705,510,1403,3
141550_1..S03R,1,1393,856,7,1,2932,660,1408,3
136000_2..S01R,2,1393,840,9,1,585,444,1409,3
140700_3..S42R,3,1393,847,5,1,1522,510,1404,3
141550_1..S03R,1,1395,856,6,1,2748,660,1426,2
136000_2..S01R,2,1395,840,9,1,419,444,1424,2
142700_3..S42R,3,1395,867,6,1,2538,550,1429,2
141550_1..S03R,1,1398,856,6,1,2565,660,1426,2
136000_2..S01R,2,1398,840,8,1,235,444,1424,2
142700_3..S42R,3,1398,867,6,1,2355,630,1429,2
143250_1..S03R,1,1401,873,7,1,3401,660,1426,2
136000_2..S01R,2,1401,840,8,1,79,444,1425,2
142700_3..S42R,3,1401,867,6,1,2171,630,1429,2
002550_1..S03R,1,13,26,5,0,2263,660,34,1
143900_2..S08R,2,13,879,7,0,1666,660,53,1
000250_3..S42R,3,13,3,4,0,127,690,47,1
002550_1..S03R,1,17,26,6,0,2080,660,34,1
143900_2..S08R,2,17,879,6,0,1516,660,54,1
004250_3..S42R,3,17,43,4,0,2260,690,47,1
002550_1..S03R,1,20,26,5,0,1898,660,45,1
143900_2..S08R,2,20,879,7,0,1254,660,52,1
004250_3..S42R,3,20,43,3,0,2078,690,47,1
002550_1..S03R,1,23,26,5,0,1715,660,45,1
143900_2..S08R,2,23,879,7,0,1086,660,53,1
004250_3..S42R,3,23,43,2,0,1895,690,47,1
002550_1..S03R,1,26,26,5,0,1535,660,45,1
142250_2..S08R,2,26,863,8,0,0,660,52,1
004250_3..S42R,3,26,43,2,0,1712,690,46,1
002550_1..S03R,1,29,26,5,0,1366,660,44,1
143900_2..S08R,2,29,879,8,0,653,660,51,1
004250_3..S42R,3,29,43,2,0,1529,690,46,1
002550_1..S03R,1,32,26,5,0,1173,660,63,1
143900_2..S08R,2,32,879,8,0,491,660,74,1
004250_3..S42R,3,32,43,3,0,1346,690,67,1
000650_1..S03R,1,35,7,5,0,0,660,63,1
143900_2..S08R,2,35,879,8,0,310,660,74,1
002250_3..S42R,3,35,23,3,0,0,690,67,1
002550_1..S03R,1,38,26,5,0,812,660,63,1
143900_2..S08R,2,38,879,8,0,151,660,74,1
004250_3..S42R,3,38,43,3,0,979,690,67,1
002550_1..S03R,1,41,26,4,0,625,660,63,1
143900_2..S08R,2,41,879,7,0,0,660,73,1
004250_3..S42R,3,41,43,3,0,795,690,67,1
002550_1..S03R,1,44,26,5,0,408,660,63,1
001950_2..S08R,2,44,20,8,0,1033,660,73,1
004250_3..S42R,3,44,43,2,0,590,690,66,1
002550_1..S03R,1,47,26,5,0,183,660,62,1
001950_2..S08R,2,47,20,7,0,863,660,73,1
004250_3..S42R,3,47,43,2,0,390,690,66,1
002550_1..S03R,1,50,26,5,0,38,660,82,1
001950_2..S08R,2,50,20,7,0,615,660,94,1
004250_3..S42R,3,50,43,3,0,215,690,87,1
004550_1..S03R,1,53,46,4,0,1014,660,82,1
001950_2..S08R,2,53,20,7,0,594,660,94,1
004250_3..S42R,3,53,43,3,0,39,690,87,1
004550_1..S03R,1,56,46,5,0,807,660,81,1
001950_2..S08R,2,56,20,7,0,394,660,95,1
006250_3..S42R,3,56,63,3,0,1080,690,87,1
004550_1..S03R,1,60,46,5,0,584,660,81,1
001950_2..S08R,2,60,20,6,0,230,660,95,1
006250_3..S42R,3,59,63,3,0,897,690,87,1
004550_1..S03R,1,62,46,5,0,399,660,81,1
009900_2..S08R,2,62,99,7,0,4794,660,94,1
006250_3..S42R,3,62,63,3,0,714,690,87,1
004550_1..S03R,1,66,46,5,0,148,660,103,1
009900_2..S08R,2,66,99,7,0,4610,660,111,1
006250_3..S42R,3,66,63,2,0,471,690,107,1
008550_1..S03R,1,68,86,4,0,2567,660,103,1
009900_2..S08R,2,68,99,7,0,4427,660,111,1
006250_3..S42R,3,68,63,3,0,277,690,107,1
010550_1..S03R,1,105,66,5,0,1577,660,122,1
011900_2..S08R,2,105,79,7,0,3437,660,133,1
012250_3..S42R,3,105,83,3,0,1757,690,126,1
010550_1..S03R,1,108,66,4,0,1416,660,143,1
011900_2..S08R,2,108,79,7,0,3254,660,153,1
012250_3..S42R,3,108,83,2,0,1574,690,147,1
010550_1..S03R,1,111,66,4,0,1212,636.6666666666666666666666667,143,1
011900_2..S08R,2,111,79,7,0,3071,660,152,1
012250_3..S42R,3,111,83,3,0,1391,690,147,1
010550_1..S03R,1,114,66,4,0,1041,660,143,1
011900_2..S08R,2,114,79,7,0,2889,660,152,1
012250_3..S42R,3,114,83,3,0,1209,690,147,1
010550_1..S03R,1,117,66,5,0,850,660,143,1
011900_2..S08R,2,117,79,7,0,2705,660,153,1
010250_3..S42R,3,117,63,3,0,0,690,147,1
010550_1..S03R,1,120,66,5,0,663,660,143,1
011900_2..S08R,2,120,79,7,0,2504,660,152,1
012250_3..S42R,3,120,83,3,0,841,690,147,1
010550_1..S03R,1,124,66,5,0,455,660,143,1
011900_2..S08R,2,124,79,7,0,2325,660,152,1
012250_3..S42R,3,124,83,3,0,627,690,146,1
010550_1..S03R,1,126,66,4,0,285,660,143,1
011900_2..S08R,2,126,79,8,0,2145,660,151,1
012250_3..S42R,3,126,83,2,0,434,690,146,1
010550_1..S03R,1,129,66,4,0,76,660,163,1
011900_2..S08R,2,129,79,8,0,1937,660,173,1
012250_3..S42R,3,129,83,2,0,248,690,167,1
012550_1..S03R,1,133,86,4,0,1139,660,163,1
011900_2..S08R,2,133,79,8,0,1732,660,173,1
012250_3..S42R,3,133,83,3,0,81,690,167,1
016550_1..S03R,1,135,126,5,0,3344,660,163,1
011900_2..S08R,2,135,79,7,0,1561,660,173,1
014250_3..S42R,3,135,103,3,0,1124,690,167,1
016550_1..S03R,1,138,126,5,0,3161,660,163,1
011900_2..S08R,2,138,79,7,0,1438,660,174,1
014250_3..S42R,3,138,103,3,0,941,690,167,1
016550_1..S03R,1,142,126,5,0,2979,660,162,1
009900_2..S08R,2,142,99,7,0,0,660,173,1
014250_3..S42R,3,142,103,3,0,759,690,167,1
016550_1..S03R,1,145,126,4,0,2795,660,162,1
011900_2..S08R,2,145,79,8,0,1011,660,173,1
014250_3..S42R,3,145,103,2,0,515,690,166,1
016550_1..S03R,1,147,126,4,0,2612,660,183,1
011900_2..S08R,2,147,79,8,0,851,660,195,1
014250_3..S42R,3,147,103,2,0,340,690,187,1
012550_1..S03R,1,151,86,5,0,0,660,183,1
011900_2..S08R,2,151,79,8,0,622,660,195,1
014250_3..S42R,3,151,103,3,0,152,690,187,1
018550_1..S03R,1,154,146,5,0,3445,660,184,1
011900_2..S08R,2,154,79,7,0,482,660,194,1
014250_3..S42R,3,154,103,3,0,0,690,187,1
018550_1..S03R,1,157,146,5,0,3263,660,184,1
011900_2..S08R,2,157,79,7,0,325,660,195,1
016250_3..S42R,3,157,123,3,0,1043,690,187,1
018550_1..S03R,1,160,146,5,0,3080,660,183,1
011900_2..S08R,2,160,79,7,0,154,660,197,1
016250_3..S42R,3,160,123,3,0,860,690,187,1
018550_1..S03R,1,167,146,4,0,2667,660,184,1
019900_2..S08R,2,167,159,8,0,4527,660,197,1
016250_3..S42R,3,167,123,2,0,523,690,188,1
018550_1..S03R,1,170,146,4,0,2482,660,203,1
019900_2..S08R,2,170,159,7,0,4342,660,212,1
016250_3..S42R,3,170,123,3,0,403,690,207,1
014550_1..S03R,1,173,106,5,0,0,660,203,1
019900_2..S08R,2,173,159,7,0,4159,660,212,1
016250_3..S42R,3,173,123,3,0,214,690,207,1
018550_1..S03R,1,176,146,5,0,2116,660,203,1
019900_2..S08R,2,176,159,7,0,3976,660,214,1
016250_3..S42R,3,176,123,3,0,0,690,207,1
018550_1..S03R,1,179,146,5,0,1933,660,203,1
019900_2..S08R,2,179,159,7,0,3793,660,214,1
018250_3..S42R,3,179,143,3,0,913,690,207,1
018550_1..S03R,1,182,146,5,0,1751,660,203,1
019900_2..S08R,2,182,159,7,0,3611,660,214,1
018250_3..S42R,3,182,143,3,0,610,690,204,1
018550_1..S03R,1,185,146,4,0,1567,660,203,1
019900_2..S08R,2,185,159,7,0,3427,660,213,1
018250_3..S42R,3,185,143,2,0,442,690,205,1
018550_1..S03R,1,188,146,4,0,1406,660,223,1
013900_2..S08R,2,188,99,7,0,0,660,233,1
018250_3..S42R,3,188,143,2,0,248,690,227,1
016550_1..S03R,1,191,126,5,0,0,660,223,1
019900_2..S08R,2,191,159,7,0,3060,660,233,1
018250_3..S42R,3,191,143,3,0,79,690,227,1
018550_1..S03R,1,195,146,5,0,1039,660,223,1
019900_2..S08R,2,195,159,7,0,2876,660,233,1
018250_3..S42R,3,195,143,3,0,0,690,227,1
018550_1..S03R,1,197,146,5,0,856,660,223,1
019900_2..S08R,2,197,159,7,0,2693,660,234,1
022250_3..S42R,3,197,143,3,0,2213,690,227,1
018550_1..S03R,1,200,146,5,0,673,660,223,1
023400_2..S08R,2,200,154,7,0,4610,660,233,1
022250_3..S42R,3,200,143,3,0,2030,690,227,1
018550_1..S03R,1,204,146,5,0,490,660,223,1
023400_2..S08R,2,203,154,7,0,4427,660,234,1
022250_3..S42R,3,203,143,3,0,1847,690,227,1
018550_1..S03R,1,206,146,4,0,307,660,223,1
023400_2..S08R,2,206,154,7,0,4244,660,234,1
022250_3..S42R,3,206,143,2,0,1664,690,226,1
018550_1..S03R,1,210,146,4,0,124,660,243,1
023400_2..S08R,2,210,154,7,0,4061,660,252,1
024250_3..S42R,3,210,163,3,0,2681,690,247,1
022550_1..S03R,1,213,146,4,0,2318,660,243,1
023400_2..S08R,2,213,154,7,0,3878,660,252,1
024250_3..S42R,3,213,163,3,0,2498,690,247,1
024550_1..S03R,1,216,166,5,0,3332,660,243,1
024900_2..S08R,2,216,169,8,0,4592,660,254,1
024250_3..S42R,3,215,163,3,0,2312,690,247,1
024550_1..S03R,1,219,166,5,0,3149,660,243,1
024900_2..S08R,2,219,169,8,0,4409,660,255,1
024250_3..S42R,3,219,163,3,0,2129,690,247,1
024550_1..S03R,1,222,166,5,0,2965,660,243,1
024900_2..S08R,2,222,169,8,0,4225,660,254,1
024250_3..S42R,3,222,163,3,0,1945,690,247,1
026550_1..S03R,1,262,186,7,0,1740,660,283,1
029250_2..S01R,2,262,213,8,0,4500,580,293,1
028250_3..S42R,3,262,203,3,0,1920,690,287,1
